content,score
"Driver nya jago bikin surprise, ga ada chat atau pemberitahuan sama sekali tiba-tiba udah nongol aja didepan rumah😭",5.0
Saya suka sama app ini cuma kenapa di hp saya ga bisa di instal ya,5.0
Aplikasi ini sangat cocok untuk saya apa bila saya males keluar untuk cari makan,5.0
"terimakasih pak,semoga selalu memberikan pelayana yg baik utk pelanggannya.",5.0
Bagus sih sekarang mh ga menunggu lama baru pesen bebrapa jam kemudian datang🗿,5.0
Pesen pakai di grab promo ya bagus mantep dukung grab terus ya jangan sampai gk dukung klo soal sistem grab itu driver grab ya cepat kok mantap memberikan promo gk nyesal saya download aplikasi grab ini mantap yuk support grab dan pakai aplikasi ini selamanya,5.0
"pelayanan yg baik,,terimakasih abang grab,,sudah antar saya sampai tujuan dengan selamat",5.0
terkadang ada titik yg tidak di dapat di aplikasi...contohnya yayasan Alfim,5.0
"Aplikasi yg sangat membantu, hanya saja penentuan lokasi yg tepat masih sulit.",5.0
bagus banget terbantukan walaupun jauh tapi tetap sampai di rumah mantaaap gan,5.0
makasih grab udh bersma saya dan uduk kasih semua hal yg ad digrab,5.0
aplikasi ini berguna banget bisa nasi liwet bakar tongkol suir aplikasi ini berguna banget saya kasih bintang 5 karena bisa pesan yg saya pengen 😄😄😄😄,5.0
"ok, masih setia dengan grab awal 1 ada ojeg online sampai sekarang",5.0
"Karena alas kaki kotor ,sopir minta ongkos lebih,parah ini...",5.0
Grab Superapp sangat berguna saat saya terlambat pulang kerja saat malam hari,5.0
Mohon layanan food bisa batal dan cek kondisi resto banyak tutup permanen tapi masih bisa terima order,5.0
"Sy pk grab bbp thn lalu sgt membantuku, tp terhenti bbp waktu , sekarang saya perlu grabnya .sgt baik",5.0
"sungguh pelayanan yang terbaik yang diberikan pengemudi Grab, saya sangat puas.",5.0
MAAP kenapa menu car untuk bepergian hilang di aplikasi di hp saya ini,5.0
"Halo permisi sebelumnya saya mau minta tolong cara ngmbalin uang yang salah transaksi gimna ya,, jadi tadi saya mau ngisi saldo ke akun gojek saya tapi penjual nya salah ngirim malah ke akun grab driver gimna ya kak mohon di bantu,, terimakasih",5.0
"cepat sampai dengan pesanan antar dengan baik, kurir sopan makasih",5.0
Nyaman dengan kinerja dari beberapa pengemudinya yg santun dgn saya selaku kostomer.,5.0
"Mesti x harus verif wajah pdhal sbgai penumpang....kalo misal d situasi genting, gimana? Kburu mati dlu bru dpt driver..... Coba d perbaiki lgi logicnya",5.0
"aplikasi sangat bagus, membantu sekali dalam hidup di perkotaan. tarif sangat terjangkau.",5.0
Aplikasi nya gampang banget jadi kalo ga. Masak mesen grab fodd,5.0
"Pengemudinya sopan, cara mengemudi cukup baik, mobil cukup bersih dan nyaman, musik lumayan bagus, AC sejuk.",5.0
Ibrahimovic menganut agama apa saja untuk mendapatkan hasil foto dari Al-Qur'an dan hadits ini adalah untuk mendapatkan hasil foto dari Al-Qur'an dan hadits ini untuk mendapatkan produk lebih banyak lagi yang bisa di madrasah Aliyah negeri yang sama seperti yang tidak bisa di bawah ini adalah kekebalan yang sama dengan mata yang tidak bisa di bawah ini adalah untuk mengetahui apakah Anda bisa di bawah ini untuk mengetahui apakah Anda bisa di madrasah ibtidaiyah Al Qur'an dan Sunnah nabiMuhammad,5.0
Kenapa grab selalu ada pembaharuan sih jadinya kan kalau aplikasinya di buka jadi lama banget padahal kalau mau buka aplikasi lain nda lama mohon agar bisa lebih baik lagi ya👌👌,5.0
perjalanan dengan grab itu sangat nyaman kalau pengemudinya seperti yang saya tumpangi hari ini,5.0
Min......kapan aplikasinya ada pelayanan Masage's....pingin mijit nih....habis on bit....😄😄😄🤭🤭🤭🤭👍👍👍,5.0
driver nya kata anak saya baik..jd pengen besok sama dia lagi katanya ha..ha. trima kasih bang grab...,5.0
"Terimakasih, layanan bantuan sangat cepat dan tanggap. Semoga tetap konsisten yaa..❤️",5.0
trimakasih sangat membantu mau ke mnaaja dan mau pesen ap aj,5.0
"Cakeppp! , saya sukaa bgttt Ama ni app bantu bgt !! Makasihh udah buat App ini!! 💗",5.0
grab semakin ke depan semakin maju ...service excellent buat pak Wiyoto ( maaf jk spelling saya salah) driver Grab benar2 excellent. Maju terus untk Grab.,5.0
SANGAT MEMBANTU DENGAN ADA NYA FASILITAS GRAB JADI NYAMAN BERPERGIAN.,5.0
Tq. tk dpt daptar app grab ssh tk macam dlu skrg susah sangat,5.0
"Aplikasi sangat baik dan bagus,tapi tolong di tambahkan dong figur payleter nya.biar bisa bayar akhir bulan.",5.0
"mohon bantuannya saya lupa email dan password,saya ga bisa login ke aplikasi",5.0
"Trm ksih sy sangat puas,mudah mengganti plat no sy",5.0
nikmat sekali sampai hisap jari suapandemi suapan Masi tersa sampai saat ini,5.0
"Neka Aisyah : bagus. pelayanan grab sejauh ini tetap ramah, santun dan sesuai dengan instruksi/ aturan.. sangat membantu hampir semua jenis kebutuhan. terimakasih 😃😁🙂🙏🙏🙏",5.0
"semoga kita bisa pergi jalan"" naik grab ini guys biar nanti kita bisa pergi bareng keluarga maupun sama temen"" ke mall kegereja atau kemanapun kalian bisa pesen grab bagi temen"" yang belum punya aplikasinya download sekarang guys jangan sampai ketinggalan ya guys thanks and gbu all guys",5.0
"Titik antar sudah diatur secara manual, kok masih aja selalu bergeser, driver nyasar mulu jadinya",5.0
"Untuk sampai saat ini, kualitas dari pengemudi dan aplikasi sangat baik. Pertahankan, dan saya mengharapkan peningkatan 👍👍👌",5.0
"Mantap! Mudah digunakan dan banyak promo menarik,juga ada cashback berupa OVO poin.Selalu setia pakai Grab.",5.0
"Aplikasi ini sangat membantu dan memudahkan segala keperluan kebutuhan sehari-hari. Dan pelayanannya juga sangat ramah, sopan dan tepat waktu. Semoga grab andil dalam hal sosial yang dapat membantu masyarakat kecil sambil berbisnis. Terimakasih.",5.0
sangat bagus tapi kendala pun tak apa yang penting sampai tujuan,5.0
"Keren...semua resto yg diinginkan ada ,driver jg ramah2..pelayanan cepat dan tdk pernah ada kendala dan pastinya banyak promo diskon...the best Grab 😉",5.0
KOO GANTI OVOO SI KAN LUDES UANG 100K KU DI GOPAYYYY,5.0
Sangat membantu saat suami tdk bisa menjemput dengan harga terjangkau,5.0
semenjak ada layanan grab ngebantu banget beli apapun langsung di antar terimakasih grab,5.0
baik dan sangat puas cepet Dateng ke rumah dan hati hati dalam membawa nya,5.0
buat saya sangat membantu sekali..jadi seakan punya mobil sendiri..walaupun gak punya parkiran jaya selalu grab,5.0
"Aplikasi ini sangat bagus, saya senang memesan makanan dan minuman di grap siperapp",5.0
"Sistem mana tau yang full time mana part time yang penting 20% dan jual jaket driver baru terus menerus kata paman tidak mentingin Driver yang full time , kabupaten Karawang",5.0
"tepat waktu, terimakasih grab, saya jrng menggunakan aplikasi grab mau itu motor, mobil atau pesan makanan, tpi setiap saya butuh puji Tuhan selalu ontime, semangat terus buat semua driver online, trimakasih karna selalu ada disaat jam"" orang sedang menikmati waktu tidur, tpi grab sllu punya driver"" yang sllu ada disaat dibutuhkan, trimakasih buat diskon"" nya, walaupun saya jarang menggunakan grab, karena memang saya bukan orang yang selalu bepergian keluar rumah setiap hari, jd skli lgi trmksih",5.0
"tolong potongan driver jangan banyak2, kami kerja cari duit bukan kerja bakti",5.0
Praktis. Aman. Dan Mudah. Terus berkarya dan melayani. terimakasih.,5.0
grap car sangat membantu bagi yg pulng dari rumah sakit.,5.0
rata2 bapak atau ibu grab baik2 dan apa yang saya alami selama menjadi pengguna grab baik2 saja,5.0
Mitra nya bagus sih. Tapi saya mohon sama aplikator ini. Sekali sebulan ada in dong promo besar kepada pengguna pemesanan di grab food,5.0
B KK UU t yg km d ttp mn i Ki ggbh. Yang by YM to jl n on,5.0
Klo bisa vermuk untuk penumpang hilangkan biar enak klo kamera bagus sih ok bisa vermuk Klo kamera jelek??? Tolong ya,5.0
"layanan grab bagus dan amanah, banyak promo juga, ongkir murah , menyenangkan",5.0
"terimakasih dari Anton organisasi patra indonesia !!!! driver baik,ramah dan sopan",5.0
dengan grab saya jadi mudah mau pergi kemana pun ..Terimakasih,5.0
"Grab sangat membantu mobilitas sehari hari...dengan tarif terjangkau, driver yg ramah..",5.0
Saya bertrimah kasi karena travelok bisa membantu melanjarkan perjalanan ke dunia denga mundah,5.0
"Promo terus, naik GrabBike murah polll.. Grabfood juga murah gilak.. Ngga rugi apa ya? Membantu hemat banget saat rantau.. 😄 Mantappp... Moga Grab semakin maju dan para driver makin sejahtera dan sehat selalu... 🙏🙏🙏",5.0
wah wah wahh 😍 pokonya aplikasi grab ini sangat membantu banget☺ beli makanan jadi lebih mudah & mau kemana mana juga lebih gampang tinggal order aja🤗 satu hal lagi selalu ada promo😁 mantap banget dehh pkonya aplikasi grab ini👍,5.0
"mantaps driver pak kukuh kejujuran tas ransel saya ketinggalan diantar kpd saya, tksh.",5.0
Banyakin lagi diskonnya u/ go food nya jangan ada minimum belian klo bisa..hehehe,5.0
"Pesan aja buat para pengguna, bijaklah dalam menggunakan promo, kami dari para driver selalu mengharapkan harga yang bagus untuk penghasilan kami per hari, di tambah harga bbm naik itu jadi salah satu kendala bagi kami untuk mengatur pendapatan. Jadi kalau tarif di bawah 50rb lebih baik jangan gunakan promo. terimakasih atas kebijaksanaannya 🙏",5.0
"mksh buat BP nya mau ngobrol n bawa kendaraanya enak santay,sukses trs buat BP ny",5.0
Sangat membantu. Berpergian. Bisa Pesan. Grab Foot. Minta tolong. Amtar. Cucu. Sekolah Grab. Serba Bisa Cepat. Dan Sopan.,5.0
pelayanan nya sdh bagus.pokok nya mantap deh.cepat dan supirnya tahu jalan,5.0
"aplikasi nya nice, Ada kendala juga cepet di selesaikan nya, Mantap grab",5.0
kalo bisa promonya di banyakkan juga ongkirnya kalo bisa di murakan dikit dong,5.0
"pesanan dengan cepat nyampek dan bapaknya ramah banget orangnya, semoga orderannya lancar bapak 🙏🙏",5.0
sangat membantu untuk orany yg seribg bepergian ke berbagai daerah,5.0
terimakasih grab sangat recomended dan banyak sekali promo diskon nya cocok untuk semua pengguna,5.0
"bapaknya baik banget, udah mau menunggu Krn ada urgent yg terpaksa harus bikin bapaknya menunggu 👍",5.0
"driver banyak complain ke penyedia aplikasi, tapi sering meng ""cancel"" order.... maaf obyektifitas dilapangan seperti itu, 5 kali order, 4 kali cancel, yang terakhir diterima, padahal titik penjemputan dekat. ""bersyukurlah kamu atas rezeki yang kamu dapatkan, bila engkau kufur, azabKu sangat pedih""",5.0
"mohon SPD motor dirawat baik body maupun mesin , driver berpakaian bersih + memakai sepatu , jacket yg SDH Kumal atau luntur diganti , semua ini demi kenyamanan Customer dan mengangkat Citra perusahaan !",5.0
"Mohon segera dibantu untuk mengembalikan akun ibu Lilies Rochmayati yang tadi sore tidak dapat digunakan, karena PIN nya lupa terimakasih",5.0
Bpknya baik amanah tgg jawab...sabarr wlo jauh g mngeluh,5.0
pengemudi sangat ramah baik dan membantu semoga di lancarkan mencari rezekinya di mudah kan di perjalanan ny,5.0
"Saya kasih bintang 5 buat pak Arifin yang nerima orderan saya pagi-pagi buta ke igd Urip Sumoharjo Lampung tanggal 25 Oktober 2022. Saya mau kasih bintang ke beliau di aplikasi tadinya, tapi ternyata sudah gak bisa. Makasih banyak pak Arifin sudah menunggu saya di IGD dan urus bekas nyampe bapak narik orderan lagi lebih siang. Mungkin jika tidak ada bapak saat itu saya gak bakalan bisa buat Ulsan ini. Bapak Arifin seperti malaikat tanpa sayap yang menolong saya saat itu. Terimakasih bapak Arifin 🙏🙏",5.0
"alamatnya kurang pamiliar yaa, muter"" karena di tutup aces jalan . dalam kawasan",5.0
harganya dibulatkan saja sih seharusnya kalau lebih dikit agak nanggung dan terkadang susah mendapatkan kembalian untuk semuanya sangat baik,5.0
"aplikasinya keren, sebagian driver sangat baik. mereka suruh batalin orderan dan meminta tarif setara opang memin",5.0
"Saya pengen punya aplikasi grab druver,agar saya bisa membantu orang lain",5.0
sudah bagus tapi coba lebih sering diberikan kode kode diskon,5.0
Oke juga tapi top up nya tetap ada selama ini rupanya hanya ovo yang digunakan dalam proses pembagian tetap,5.0
Mantap sangat membantu segala nya bisa terselesaikan kebjtujan sehari hari,5.0
"Maaf ini grab gmna ya maksudnya,saya order grab express, saya pilih opsi, barang electronic dengan berat 30 kg, tpi dapet driver nya mobil pribadi terus bukan mobil box, alhasil driver minta di batalin semua, dengan alasan di aplikasi nya express untuk makanan bukan barang, kan aneh..tolong lah di perbaiki lagi",5.0
Baru mengunakan grab lagi setelah sekian lama di timur indonesia,5.0
"okelah aplikasi grab sangat membantu orang2 yg mager untuk keluar rumah di malam hari buat beli makanan, sukses selalu untuk perusahaan grab Indonesian, dan jaga selalu kepercayaan costomer",5.0
ini udang apa anak udang? merconnya mantap Ampe nangis makannya cuman terlalu sedikit isinya sambelnya sepelastik hehe,5.0
"Suka liat grab.. Penuh dgn promo yg harga nya wooo.. Murah bangeett tau.. Tau gak,. dulu ongkos promo ditanggung grab. Tapi,. skrg promo dipotong dari pendapat driver. Katanya ongkos naik. Tapi kalo orderan double food, ongkos rata2nya malah turun. Kalo antar barang banyak spt : sameday, multi, lastmile dll.. Maka argonya muraaah banget. Senang lihat konsumen grab dapat harga murah banget,. caci maki kalian melengkapi penderitaan para driver grab. Spt terjajah oleh bangsa & dinegeri sendiri.",5.0
"solusi di saat lapar tp ga tau mau mkn apa, buka grab food lapar jdi teratasi. mkasih☺️",5.0
"Tiba tiba aplikasi minta update, setelah diupdate gagal , jadi gak bisa masuk lagi. Coba hapus kemudian mau instal ulang selalu gagal. Hp kalau buat instal aplikasi yang lain bisa semua. Kira kira masalahnya dimana ya ?",5.0
"bagus pelayanan nya ,harga grab car sama grab bike nya aja aga mahal dari aplikasi sebelah 😁❤️",5.0
App dan pelayanan mantul cuma 1 yg bikin mubazir keuangan grab : jadiin Rafi n Nagita jadi brand ambasador,5.0
"Untuk costumer grab tercinta. Kalo kalian dapat driver tidak pke jaket . Tolong harap maklum. Mungkin banyak alasan sehingga dia tidak pke jaket /atributnya. Dan tolong jangan kalian buat laporan di aplikasi bahwa driver tidak pke atribut. Percaya deh setelah anda ketik itu ,besok saya. Driver pasti di nonaktifkan oleh grab . Jadi pakai lah hati kalian, Driver sudah mau antar atau apalah dengan selamat dan menghormati Anda sebagai customer nya . Tapi anda akhirnya putusin rejeki mereka",5.0
Pelayanan Tidak Solutif. Susah menghubungi Contact Center untuk laporan Complain,5.0
Good👍👍👍👍👍 aplikasi favoritt tiap hari ada promo murah lagii menyenangkan pakai aplikasi ini krn pesan makan jd murahh 😋,5.0
"Sangat terbantu dgn ada nya Grabfood,hanya saja kalau hujan dan pesanan kita sedikat,kadang suka di taruh di bawa tmpt duduk motor.......apa tdk sebaik nya Grabfood disedia kan tas plastik utk bawa makanan,jadi ngga di taruh di bawa tmpt duduk makanan nya,kalau lg turun hujan...mksh",5.0
"thanks ya pak sehat selalu, diservise dlu motornya supaya lancar ya pak grab.",5.0
"so far it's ok. mobil bersih, tepat waktu, arah jalan benar",5.0
"tiga kali naik grab,, driver semuanya ramah"" terimakasih grab sdh jd tmn perjalananku",5.0
qw kasih bintang 5 krena sangat membantu bget trima kasih Grab semoga brjaya,5.0
sangat sangat bermanfaat banget pas malas keluar tinggal click beres dah,5.0
dear customer kalo hujan deras dan berpotensi banjir tolong jangan maksa pesan dikira ga beresiko banjir banjiran ? selain itu driver sudah jarang aktif klo hujan mengakibatkan orderan di kasih driver yg ada dan jauh pengambilannya,5.0
bagus pelayanan lebih luas dan lebih baik lg y serta diskon² ny smg lebih banyak lg,5.0
I love youu thank youu ini bagus banget saya seneng banget loh pake ini sumpahhhhhhhhh ♥️♥️♥️♥️♥️♥️♥️♥️,5.0
Bagus sekali aplikasinya👍🏼 Sangat-sangat membantu sekali buat orang yang mager👍🏼,5.0
Saya sangat suka dengan aplikasi ini karna saya tak perlu naik kereta lagi untuk pergi ke mana mana beli makanan karna ad aplikasi grab jdi tinggal tunggu aj sampai makanan saya,5.0
"Mantap jiwa bosku🥰 Thank U,... Juli nya bisa untuk usaha kecilnya 😘",5.0
Bintang 5 deh aplikasi yg berguna buat kita kalo lgi mager beli makanan/minuman tinggal pesen di grab aja mantap,5.0
"driver sangat membantu, mohon kantor grab lebih menyejahterakan driver dan keluarga driver",5.0
"grab food nya maen ambil data menu outlet dari apliksi lain tanpa konfirm ke pemilik, dan data yg di ambil sudah berubah pula.ini terjadi dgn usha kuliner sya.sya udah berkali coba email update data jwaban dan penyelsaiany sangat2 mengecewakan hanya harpan palsu 2 hari kerja dan jwaban robot.ini sangat merugikan sekali usaha kuliner sya,tolong pertimbangkan itu dan tanggapi dgn baik !!!",5.0
"Balikin uang saya min,masak tips ny terpotong secara otomatis 100.000 ongkos nya ny aja hanya 19.000,gak ikhlas saya Klo begini jadinya",5.0
sangat membatu saya karena ada nya grab kmn2 lebih muda tanpa ribet,5.0
Knp Ade mentode bayaran kita kita pesan tak boleh mintak tolong di perbaiki,5.0
"saya order pertama kali lumayan bingung juga sampai lihat tutorial di yutub wkwk, tapi is ok aplikasi nya mantap sesuai",5.0
"Di hp sy lag trs, gbsa pesen sm skli pdhl butuh bgt",5.0
Semoga diskon grab Ride nya makin banyak ya. Cashback gpp lumayan. Tp sangat membantu kalau potongan harga 5-10k kaya dulu.. Buat pengguna setiap hari itu sangat amat bermanfaat.. Hehee,5.0
"Bagus, tp sayang kenapa grab bike sy g bs di pake alasan tdk ada driver terus sudah 1 bulan ini",5.0
"Terimakasih banyak,karena setiap hari anak saya sekolah ada yg mengantar-jemput🙏",5.0
You santai saja duduk manis di rumah dan pesananmu akan di antar secepat kilat oleh mitra driver Grab. Grab profesional tidak seperti aplikator tukang tiru lainnya !,5.0
"Suka bngt sama grab soalnya driver ramah² tapi tergantung sih cmn selama ini yg sy dpt driver nya ya yg ramah2 sih dan semoga selalu bgtu yah,,",5.0
"Jadwal dikirm besok bisa diapus gak,gw kepencet makanan w baru dikiriim bsk anjg",5.0
lebih murah 10rb dr lapak sebelah heheh pdhl dah harga disc heheh,5.0
"oke terimakasih, banyak kemudahan yang didapat bagi kami yang sedang jauh dengan keluarga.",5.0
"ok oce, jgn lupa pilih ganjar,yg nasionalis, jgn pilih si anus, perusak tatanan kebangsaan, jualan surga, ok, mksh",5.0
Ongkirnya kok naik min.. Masak ga sampe 1 km 18 ribu... Pdhal aq slama in milih grab krn biaya ongkirnya masih manusiawi d bandingkan pux sebelah... Semoga d kaji ulang yaaa min.. Makasih,5.0
perjalanan ke arion mall menggunakan grabbike..driver ontime..helm bersih..baru..driver ramah.,5.0
Kenapa mau pesan grabfood tpi tdk ada restorannya yg tersedia ya.. apakah sedang gangguan??,5.0
Tapi order mcd g bisa di kasi catatan . Kok bisa ya?,5.0
aplikasi yg sangat membantu untuk melakukan perjalanan dengan nyaman & cepat,5.0
trmksih grab pngriman sngat cepat kurang dari yg d estimasikan,5.0
"disaat go*ek gak ada lagi diskon,di grab malah ada terus,Alhamdulillah..",5.0
Keren. Sangat Membantu. Fitur Call Help nya bener bener bermanfaat.,5.0
"semua sudah baik , dan sangat membantu saya , terus dipertahankan dan terus diyingkatkan , sukses buat grab bersama kru .",5.0
"Suka bgt sama grab dr dulu awal banyak promo gede²an smpe skrg, kalau beli makanan banyak potongannya g kira², cs jg bertanggung jwb selalu kasih reward kalau ada pesanan yg ga lengkap🔥🔥",5.0
Aplikasinya udah ok tapi lebih oke lagi kalo di grab ada fitur pesan orderan lebih dari 1 dalam satu waktu karena itu membantu kita menghemat waktu. terimakasih,5.0
"GK tau bingung mau ngasih ulasan kayak man, sumpah apl ini menyenangkan biar bintang yg berbicara AE dah",5.0
"Keren banget, cuma bulan2 ini jarang bgt dapet orderan mohon di bantu untuk orderannya 🙏🙏",5.0
harga grab jangan naik mulu donk buat sy yghampir setiap hari memakai jasa grab mulai berasa nih,5.0
Alhamdulillah sy sngat terbantu dengan adanya grab online smua berjalan dngn lancar Krn ay ga punya kendaraan .terimah ksih,5.0
Saya bingung mau tanya ini rute perjalanan yg biasa dilewatin karna jembatan ditutup. Skrng blm dirubah ke semula sehingga harga ongkosnya masih mahal karna muter arah. karna skrng jembatan sudah dibuka. Tolong rutenya diperbaharui lagi. Rute ke Banjaran dari Soreang,5.0
Kenapa sekarang fitur berbagi Trip tidak berfungsi? Tilong utk segera diperbaiki. Tambah sukses Grab dan kedepannya hrs lebih baik. terimakasih.,5.0
grab nya juga baik smga terimakasih banyak ya smga grab rejekinya lancar. end di beri kesehatan,5.0
"bagus, tolong di lengkapi lagi untuk gomart nya, solusi buat yg mager belanja kayak saya, terimakasih",5.0
grab emang tidak ada tandingannya karwn ada banyak alasan 1.harga gak terlalu mahal 2.cepat di kirim 3.makan2 yang di pesan terasa lezat nyum.. nyum..,5.0
"Udah Bagus ,Tpi tombol Share ga bisa di pencet di Poco X3 ,Fix it lah",5.0
Driver nya Ramah dan Bagus pelayanannya.. kapan ketemu lagi yaa??,5.0
baru pertama ngegrab di Lawang sih layanan mantap tepat waktunya... terimakasih semoga lancar rezekinya,5.0
Sangat berarti aplikasi grab superrapp utk pelayanan masyarakat sehari hari nya,5.0
"Bagus banget dan sangat memuaskan Hanya orang orang yg iri dan bodoh saja yg comentnya miring miring ttg app ini....., Kasih bintang di bawah 5 tapi Pakai Apllikasinya buat pesen, lucu sekali , dasar milenial stupid",5.0
"semoga mangkin lancar ya pak Rezki nya, trimah kasi banyak 🙏🙏",5.0
"bpk grab luar biasa,terimakasih pelynn ny jg info ny ya pak.smg rejeki kita saling mngalir.dn slmt dimn pun, sllu dlm lindungn Allah...aamiin.",5.0
pengen kasih tip tapi pas klik bintang 5 ga muncul yah..,5.0
"Tolong map nya dimunculin lagi dong biar kita tau pengemudi/makanan kita sudah sampai mana,nanti kalau sudah muncul mapnya baru tak fullin bintangnya",5.0
dgn aplikasi ini jd mudah segalanya mau jajan tp mager tinggal klik aja mau makan apa,5.0
potonglpolLo Polollollloo Polollollloo para lol Oppollpolitik LOo pop lol Poo ol koplolllll LOl Oppo Oppo OppoPolollollloolllppll parao,5.0
"Alhamdulillah, selalu dan selalu penuh keramahtamahan driver. Dan baik budinya driver, beberapa kali kalau ke Rumah Sakit ada yg ngasih bayar murah. Tks driver yg baik hati dan ramah, Insyaa Allah dibalas berlipat ganda oleh Allah SWT dan penuh keberkahan.",5.0
sangat baik tapi kok nga ada promo buat yg tunai,5.0
"Karena pada saat memesan makanan, maps tidak muncul keberadaan driver",5.0
"Sehabis update alamat rumah saya malah hilang,padahal ada di google maps.gimana saya mau memesan",5.0
"driver sdh tau sop yg sewajarnya ,rapi,memakai atribut resmi maupun tdk yg penting berlogo kebesaran GRAB,ramah pd penumpang,,menurutku sdh ok ,jgn di perketat dgn aturan sop yg membebani driver,utamakan keselamatan driver yg kerjanya fleksibel,kadang mash bnyk yg terlihat bawa bawaan terlalu ribet, keselamatan driver di utamakan,,yg penting driver berperilaku baik dan tdk menyimpang itu cukup",5.0
Yang paling sering banget sama saya aja baru bangun jam setengah jam aja ya allah amin semoga bisa jadi yang bisa w iya dong,5.0
Astaga pembayaran mahal banget 🥺. Gak ngotak. Tapi kalau driver nya bagus² kok gak kayak aplikasi sebelah ♥️,5.0
dengan adanya grab pesanan makanan maupun transportasi menjadi lebih mudah.,5.0
"Suka aplikasi ini, banyak promonya. Tapi kl mau kirim foto (nota misalnya) ambil dari galery nggak bisa. Tolong difollowup ya usulannya untuk perbaikan 🖐🖐🙏👍",5.0
Moon maaf ini kenapa ya ko gak bisa di apdate udah coba 6 kali loh,5.0
"mudah di fahami semua fitur yg ada di aplikasinya,sangat mudah menggunakannya, dan lebih banyak dapat voucher diskon untuk pengguna pertamanya",5.0
Terimakasih pak sopir sudah mencatatkan kami ketempat tujuan dengan cepat dan tepat,5.0
terimakasih pelayanan nya sangat bagus dan barang nya nyampe dengan tepat waktu,5.0
"sangat baik draiver nya jga baik & sopan,,,harga terjangkau & banyak promo nya",5.0
Saya suka banget loh naik grab banyak promo nya donk.,5.0
"bagus ,hanya terkadang salah rute aja gpp ,di perbaiki lagi ya ,kalo bisa hafal sama rutenya",5.0
"selama sy menggunakan grab, pelayanan nya baik. cuman baru td pagi mobilnya lama banget datang nya, keburu terlambat anak saya sekolah. tolong lah diperhatikan lagi waktu nya.🙏🏻",5.0
jadi mudah buat anak sy ke sekolah klau gak sempat diantar,5.0
"Tolong dong yang orang kampung + otaknya cetek, mending gausah online2an dah lu, ngeribetin driver wkwkkw.. boleh sih org kampung mesen online tp ya otaknya jgn cetek2 bgt.. minimal teliti dl sebelum mesen",5.0
Mantap banget ovo dah pelayanan pengaduan nya juga oke oke oke baget,5.0
Semuanya sudah bagus. Tpi mohon ditambahkan fitur keterangan pemesanan untuk minuman mau pakai es atau tidak dll. Terimakasih,5.0
sdh Ada perwakilan grab di bandara utk membantu customer yg kesulitan menggunakan aplikasi grab.,5.0
jangan ragu utk melakukan perjalanan dgn grab car dan bike semua jd mudah,5.0
"Mobil bersih,rapi,wangi...dan driver ramah...pokoke super sekali...👍👍👍👍👍",5.0
ga bisa kirim gambar dari galery hp via chat ke driver. Misal kirim foto depan rumah,5.0
enak kak. cuma sambelnya buat saya sih kurang banyak.. tp enak kok semuanya pas.. sukses y,5.0
walaupun driverny cewe tp bawa mobilny enak dan sopan orangny,5.0
F Rtgg huhuhuh iftt tidur di jamin prtrfcdzeoses rt tapi ttt fto,5.0
g nyesel punya aplikasi ini memudahkan saya tnpa kluar rmh cpt bnget pengantaranya,5.0
"Promo mu kalah dng gojek bos Tapi pelayanan mu Luar Biasa Jauh banget sama gojek , terus tingkatkan dan pertahankan Cuma salah ice cream belanja di grab mart duit nya di balikin bos ! Di gojek uang ku kemakan 37000 2bln baru balik dan habisin pulsa 200.000",5.0
"Sama sekali tidak menyenangkan,,ketika pesan pake voucher ga pernah dapet driverr ga jelas banget,,kalo memang voucher gaguna ga usah iming²in voucher,,bikin orang emosi aja,,sengaja kasih bintang 5 biar orang pada baca,,aplikasi tdak membantu malah mempersulit",5.0
biaya tanam pohon biaya pemesanan biaya lain lain biaya asuransi semua customer yg tanggung,5.0
"Mantap saya naikkan bintang nya, semoga bisa menjadi lebih baik lagi.",5.0
"GrabModalnya GK ada? Kurang semangat narik nya, klo ada cicilan pasti semangat nariknya",5.0
Belang anak Doni chandra yaitu kucing belang Doni punya sakit mental bantu doain Doni tetangga saya cepat sembuh share hastag ini ke TikTok dan Instagram teman teman #donisakitjiwa #mentalhealth,5.0
Aplikasi yang paling bagus dan bisa mencari makanan dan minuman yang saya suka diindonesia.,5.0
selalu melayani dengan baik dan sepenuh Hati ya my grab Sukses sll to you,5.0
Aq sering pesen grab karna bisa antar aq kemana ajj,5.0
Mantap pelayanannya akun saya hilang bisa dikembalikan dengan sangat sempurna makasih grab emang gk nyesel saya pakai apl ini cuman grab apl ojol saya,5.0
makin hari grab makin mahal ampon gak cocok sama kami kami ni yg anak kos 😇,5.0
"ok. terimakasih buat Abang grab nya sudah antar saya ketujuan, sangat ramah dan baik",5.0
"Bismillah, Sll sehat utk semua Abang grab, SMG berkah Krn membantu sekali utk Emak2 kost yg lg sakit, butuh ini itu gercep, pelayanan jg prima, Keep Smile tentunya, Baraqallah,",5.0
"Mantul,, sangat membantu sekali dmana kala kita bepergian jauh dan gak mau ribet bwa kendaraan sendiri jd tinggal psan cuss dateng deh abang grab nyah 😁😁",5.0
"promonya kok gak bisa dipakai ya, Oyo banyakin Promo biar makin laris",5.0
"Aplikasi bagus ada limit pinjaman 3jt🤭. Utk selanjutnya di perlu di up pembayaran PPOB, pulsa dari nominal 5K, & transaksi dg virtual accound",5.0
Loveeee..... seneng sama pusat bantuan nya. Masalah sy langsung terprcahkan... thanks Grab 👌🙏⭐️⭐️⭐️⭐️⭐️,5.0
